adult,id,original_language,overview,popularity,release_date,title,video,vote_average,vote_count,genres
False,1390010,en,"Building her hour-long set around a 16,000-word note kept over time on her phone, Rose Matafeo leans into her insightful and self-deprecating humor to share candid takes on relationships – from dating in her 20s vs. 30s to supporting friends through breakups and the stark differences between herself and her parents at the same age.",16.761,2024-12-18,Rose Matafeo: On and On and On,False,3.8,4,['Comedy']
False,1129610,ja,"Hitori 'Bocchi' Gotoh is an introverted girl. During middle school, she took up the guitar, wanting to join a band. But because she had no friends, she ended up practicing guitar for six hours every day all by herself. After becoming a skilled guitar player, she uploaded videos of herself playing the guitar under the name 'Guitar Hero' and fantasised about performing at her school's cultural festival concert. But not only could she not find any bandmates, before she knew it, she was in high school and still wasn't able to make a single friend! One day, Nijika Ijichi, drummer of Kessoku Band, reached out to her. And because of that, her everyday life begins to change little by little.",24.378,2024-06-07,BOCCHI THE ROCK! Recap Part 1,False,7.0,14,"['Animation', 'Comedy', 'Music']"
False,1039868,it,"A father, immersed in a difficult divorce process, embarks on a dangerous mission when his children disappear from their isolated country house.",23.469,2024-07-10,Vanished into the Night,False,5.5,151,"['Thriller', 'Mystery', 'Drama']"
False,981063,en,"After leaving his family's sheep farm in the Australian outback, a young man joins his countrymen on the western front of World War I with hopes of helping expedite an end to the bloody conflict. But as war rages on, he is forced to grapple with the brutal realities of trench warfare, including a near-constant battle to keep himself alive—without leaving another man behind.
 Inspired by the real-life diary entries of local ANZACs, the feature film details the untold story of some of Australia’s greatest military victories.",21.147,2024-04-04,Before Dawn,False,6.9,49,"['War', 'Drama', 'History']"
False,1047020,en,"While awaiting the next fuel truck at a middle-of-nowhere Arizona rest stop, a traveling young knife salesman is thrust into a high-stakes hostage situation by the arrival of two similarly stranded bank robbers with no qualms about using cruelty—or cold, hard steel—to protect their bloodstained, ill-gotten fortune.",22.424,2024-05-10,The Last Stop in Yuma County,False,7.118,148,"['Crime', 'Thriller']"
False,1382406,zh,"Former security expert Bai An kidnaps young heiress He Ting, intending to use her to take revenge on her father. However, he inadvertently saves her from a drug cartel massacre. Despite her youth, the resourceful He Ting, now isolated and uncertain of her father’s fate, proposes an alliance with Bai An to search for her missing father. Together, they embark on an unexpected journey that challenges both their motives and trust.",22.137,2024-12-05,Striking Rescue,False,6.6,6,"['Crime', 'Action', 'Thriller']"
False,1386628,en,"Hugh Jackman, Ryan Reynolds, and director Shawn Levy sit down and spill the proverbial beans about how ""Deadpool & Wolverine"" was conceived, carried to term, and then birthed.",18.789,2024-11-12,Marvel Studios Assembled: The Making of Deadpool & Wolverine,False,6.7,15,['Documentary']
False,843416,en,A woman taking a cab ride from JFK airport engages in a conversation with the driver about the important relationships in their lives.,28.165,2024-06-27,Daddio,False,6.2,133,['Drama']
False,1185719,ar,"Stranded on a deserted island, a family of four scavenges for survival as their past unravels, sending them into a downward spiral of painful events.",37.793,2024-12-07,The Sand Castle,False,4.8,15,"['Thriller', 'Mystery', 'Drama', 'Fantasy']"
False,850888,es,"Realizing that she cannot take down Fisk alone, Sayen teams up with an underground resistance group with a plan to expose and end Fisk's unchecked plundering once and for all.",25.368,2024-04-26,Sayen: The Huntress,False,5.9,162,"['Action', 'Thriller']"
False,1288575,id,"It tells the story of a family with four children consisting of 1 boy and 3 girls. The four children are very dependent on their parents, especially their mother. Until one day, these four siblings had to accept the fate of their mother's passing.",21.652,2024-11-14,Bila Esok Ibu Tiada,False,6.0,3,"['Drama', 'Family']"
False,1308623,es,El Noruego travels back in time and accidentally prevents the War of Independence by getting Miguel Hidalgo drunk before giving the cry.,23.463,2024-06-28,La Familia del Barrio: La Película,False,8.0,36,"['Comedy', 'Animation', 'History', 'Science Fiction']"
False,977326,en,"Sir Elton John looks back on his life and the astonishing early days of his 50-year career in this emotionally charged, full-circle journey. As he prepares for his final concert in North America at Dodger Stadium, Elton takes us back in time and recounts his struggles with adversity, abuse, and addiction, and how he overcame them to become the icon he is today.",16.729,2024-11-15,Elton John: Never Too Late,False,6.2,14,"['Documentary', 'Music']"
False,636279,ko,"In the 1990s, 19-year-old Kook-hee moves to Bogota with his family, wishing for a better life only to end up living from hand to mouth. Beginning at the bottom of the ladder, he goes through hell and high water and now dominates the black market of Bogota.",26.881,2024-12-31,Bogotá: City of the Lost,False,4.0,1,"['Crime', 'Drama']"
False,1122618,en,"On a weekend backpacking trip in the Catskills, 17-year-old Sam contends with the competing egos of her father and his oldest friend.",26.662,2024-08-09,Good One,False,6.2,26,['Drama']
False,895959,en,"Waverly thought she had her future figured out, she’d start her medical residency in Toronto after a summer visit to her parents in Taipei. When her plans suddenly change, she makes an impulsive detour to a small Canadian town where she meets local lifeguard Blake. After he saves her from nearly drowning at a beach party, Blake offers to teach Waverly to swim, and as the lessons continue, the two unexpectedly find themselves falling in love.",26.819,2024-02-09,Float,False,6.9,130,"['Romance', 'Drama']"
False,823491,en,"In the Old Stone Age, a disparate gang of early humans band together in search of a new land. But when they suspect a malevolent, mystical, being is hunting them down, the clan are forced to confront a danger they never envisaged.",17.499,2024-02-09,Out of Darkness,False,5.4,73,"['Horror', 'Thriller']"
False,1178764,cn,"When seven malevolent spirits are unleashed to possess the tenants of a dying mall, it falls to a jaded ex-stuntman, his headstrong daughter and a would-be Daoist priest to stop the undead before they spread onto the streets beyond.",30.716,2024-10-31,Possession Street,False,0.0,0,['Horror']
False,1103812,en,"Living in London, at the peak of her career, a mother of three is diagnosed with MS. Following the sudden death of her husband and the loss of her job, she moves back home to Australia; where a chance encounter with her high school sweetheart gives her renewed hope in love as she battles the disease.",22.325,2024-08-22,Take My Hand,False,8.1,7,"['Drama', 'Romance']"
False,977262,en,"Stand-up comedian Max Bernal lives with his father Stan while struggling to co-parent his autistic son Ezra with his ex-wife. When forced to confront difficult decisions about their son's future, Max and Ezra embark on a cross-country road trip that has a transcendent impact on both their lives.",17.891,2024-05-30,Ezra,False,7.0,69,"['Comedy', 'Drama']"
False,1118224,ta,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""Lakshmi"" has been taken, leaving them uncertain if it's a person or object, jeer at his request until they learn what they're really looking for.",24.279,2024-06-14,Maharaja,False,7.9,123,"['Action', 'Thriller']"
False,1226299,tl,"About to get married to an old, wealthy businessman, Resa enlists the help of gardener Otso to seduce her fiancé’s daughter, Katelyn, and record his sexploits with her in order to get her disowned.",24.272,2024-01-30,Dilig,False,4.3,3,['Drama']
False,1241743,tl,"Audrey is hired as a private nurse by Stan for his sick wife, Demi. But as Audrey spends time with the married couple, she falls for Stan and works her way to replace Demi as Stan’s lover.",24.075,2024-03-08,Kapalit,False,7.0,1,['Drama']
False,1226306,tl,"Carmina, who works as a maid in a mansion and soon learns about the dirty secret of their masters, Alex and Grace.",24.059,2024-02-09,Katas,False,4.667,3,"['Drama', 'Thriller']"
False,1002398,tl,"Iris, an 18-year old virgin marries Joaquin, a rich widower, because of money. However, when he learns that Iris is not really a virgin, their honeymoon turns to a bloodbath.",23.993,2024-10-29,Donselya,False,6.231,13,"['Drama', 'Romance']"
False,1266990,tl,"Vivamax beauties Jenn Rosa, Caris Manzano and Aica Veloso come together as friends who lock themselves in at a resort to write a sexy screenplay for a contest. But how can they write a sexy screenplay when none of them has had any sex for quite some time?",23.862,2024-05-24,Kulong,False,5.5,2,['Drama']
False,1239511,te,A cash-strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,23.803,2024-10-30,Lucky Baskhar,False,7.794,34,"['Drama', 'Thriller', 'Crime']"
False,1240224,zh,"The film's story unfolds in the fictional country of Laika and in Hong Kong, China. A police academy student who has not yet graduated, Ashan (played by Gu Bin), is tasked with a dangerous mission. He helps the criminal organization by eliminating obstacles for their leader, Atian (played by An Zhi Jie), in prison. Ashan approaches Atian, gains his trust, and collects evidence against the criminal group. After both of them are released from prison, Ashan assists Atian in rising within the criminal organization in Hong Kong. After enduring numerous challenges, Atian successfully replaces the group's leader, Bao Ge (played by Zeng Zhiwei), becoming the new boss and taking control of the organization. However, just as Ashan is about to complete his mission, his true identity is exposed.",23.72,2024-02-04,The Grey Men,False,5.5,4,"['Drama', 'Crime']"
